BeeP-06-2013_NODE_184_length_1556_cov_6_379986	1556
BeeP-06-2013_NODE_185_length_1554_cov_14_180095	1554
BeeP-06-2013_NODE_190_length_1538_cov_5_164271	1538
BeeP-06-2013_NODE_192_length_1520_cov_5_550936	1520
BeeP-06-2013_NODE_193_length_1513_cov_4_259053	1513
BeeP-06-2013_NODE_197_length_1490_cov_13_038217	1490
BeeP-06-2013_NODE_201_length_1448_cov_6_916849	1448
BeeP-06-2013_NODE_203_length_1443_cov_7_484627	1443
BeeP-06-2013_NODE_208_length_1424_cov_3_855234	1424
BeeP-06-2013_NODE_209_length_1420_cov_2_994043	1420
BeeP-06-2013_NODE_216_length_1390_cov_4_347296	1390
BeeP-06-2013_NODE_217_length_1389_cov_3_963415	1389
BeeP-06-2013_NODE_224_length_1354_cov_9_761159	1354
BeeP-06-2013_NODE_225_length_1351_cov_9_341444	1351
BeeP-06-2013_NODE_229_length_1338_cov_4_934972	1338
BeeP-06-2013_NODE_232_length_1331_cov_6_143541	1331
BeeP-06-2013_NODE_233_length_1327_cov_6_000800	1327
BeeP-06-2013_NODE_235_length_1323_cov_6_542536	1323
BeeP-06-2013_NODE_241_length_1310_cov_4_978102	1310
BeeP-06-2013_NODE_247_length_1290_cov_5_841715	1290
BeeP-06-2013_NODE_253_length_1270_cov_5_282481	1270
BeeP-06-2013_NODE_254_length_1265_cov_9_813973	1265
BeeP-06-2013_NODE_258_length_1244_cov_24_874036	1244
BeeP-06-2013_NODE_261_length_1237_cov_2_862069	1237
BeeP-06-2013_NODE_263_length_1234_cov_3_143475	1234
BeeP-06-2013_NODE_264_length_1232_cov_2_851948	1232
BeeP-06-2013_NODE_265_length_1227_cov_6_233043	1227
BeeP-06-2013_NODE_268_length_1218_cov_16_187555	1218
BeeP-06-2013_NODE_271_length_1209_cov_2_825088	1209
BeeP-06-2013_NODE_277_length_1189_cov_3_875000	1189
BeeP-06-2013_NODE_279_length_1187_cov_8_427027	1187
BeeP-06-2013_NODE_285_length_1158_cov_10_962072	1158
BeeP-06-2013_NODE_290_length_1144_cov_3_936270	1144
BeeP-06-2013_NODE_291_length_1143_cov_8_773921	1143
BeeP-06-2013_NODE_295_length_1130_cov_2_330484	1130
BeeP-06-2013_NODE_297_length_1129_cov_3_526616	1129
BeeP-06-2013_NODE_301_length_1124_cov_5_284623	1124
BeeP-06-2013_NODE_306_length_1118_cov_12_194044	1118
BeeP-06-2013_NODE_309_length_1116_cov_2_027911	1116
BeeP-06-2013_NODE_313_length_1103_cov_4_489279	1103
BeeP-06-2013_NODE_318_length_1090_cov_12_748272	1090
BeeP-06-2013_NODE_320_length_1088_cov_4_211672	1088
BeeP-06-2013_NODE_326_length_1070_cov_3_316213	1070
BeeP-06-2013_NODE_327_length_1069_cov_10_699597	1069
BeeP-06-2013_NODE_336_length_1047_cov_6_725773	1047
BeeP-06-2013_NODE_340_length_1036_cov_6_897810	1036
BeeP-06-2013_NODE_348_length_1011_cov_4_019272	1011
BeeP-06-2013_NODE_349_length_1007_cov_4_683871	1007
BeeP-06-2013_NODE_350_length_1007_cov_3_956989	1007
BeeP-06-2013_NODE_358_length_992_cov_3_252459	992
BeeP-06-2013_NODE_360_length_989_cov_4_309211	989
BeeP-06-2013_NODE_365_length_981_cov_2_210177	981
BeeP-06-2013_NODE_366_length_980_cov_21_717608	980
BeeP-06-2013_NODE_374_length_957_cov_2_807955	957
BeeP-06-2013_NODE_375_length_954_cov_6_521095	954
BeeP-06-2013_NODE_385_length_939_cov_16_373550	939
BeeP-06-2013_NODE_391_length_929_cov_3_947183	929
BeeP-06-2013_NODE_392_length_928_cov_15_612221	928
BeeP-06-2013_NODE_393_length_926_cov_2_869258	926
BeeP-06-2013_NODE_399_length_921_cov_6_485782	921
BeeP-06-2013_NODE_411_length_905_cov_6_076087	905
BeeP-06-2013_NODE_412_length_900_cov_5_183475	900
BeeP-06-2013_NODE_414_length_898_cov_5_442144	898
BeeP-06-2013_NODE_415_length_897_cov_4_860976	897
BeeP-06-2013_NODE_422_length_890_cov_3_033210	890
BeeP-06-2013_NODE_425_length_883_cov_8_887097	883
BeeP-06-2013_NODE_428_length_877_cov_6_161250	877
BeeP-06-2013_NODE_437_length_866_cov_19_176172	866
BeeP-06-2013_NODE_439_length_863_cov_5_561069	863
BeeP-06-2013_NODE_442_length_858_cov_6_124200	858
BeeP-06-2013_NODE_463_length_823_cov_8_717158	823
BeeP-06-2013_NODE_467_length_821_cov_12_919355	821
BeeP-06-2013_NODE_489_length_804_cov_3_867950	804
BeeP-06-2013_NODE_493_length_801_cov_3_665746	801
BeeP-06-2013_NODE_494_length_800_cov_2_414938	800
BeeP-06-2013_NODE_498_length_797_cov_1_776389	797
BeeP-06-2013_NODE_499_length_795_cov_3_052925	795
BeeP-06-2013_NODE_500_length_795_cov_2_944290	795
BeeP-06-2013_NODE_503_length_794_cov_2_527197	794
BeeP-06-2013_NODE_509_length_789_cov_3_251404	789
BeeP-06-2013_NODE_512_length_787_cov_3_922535	787
BeeP-06-2013_NODE_517_length_783_cov_3_958924	783
BeeP-06-2013_NODE_523_length_780_cov_5_711238	780
BeeP-06-2013_NODE_527_length_779_cov_1_904558	779
BeeP-06-2013_NODE_532_length_772_cov_5_005755	772
BeeP-06-2013_NODE_550_length_756_cov_3_107511	756
BeeP-06-2013_NODE_556_length_747_cov_3_183582	747
BeeP-06-2013_NODE_566_length_736_cov_2_308042	736
BeeP-06-2013_NODE_569_length_735_cov_3_458967	735
BeeP-06-2013_NODE_574_length_731_cov_7_119266	731
BeeP-06-2013_NODE_578_length_728_cov_5_281106	728
BeeP-06-2013_NODE_587_length_716_cov_9_732394	716
BeeP-06-2013_NODE_588_length_716_cov_6_517997	716
BeeP-06-2013_NODE_592_length_714_cov_9_828885	714
BeeP-06-2013_NODE_596_length_709_cov_11_713608	709
BeeP-06-2013_NODE_602_length_699_cov_8_175241	699
BeeP-06-2013_NODE_606_length_695_cov_3_461165	695
BeeP-06-2013_NODE_611_length_691_cov_5_094463	691
BeeP-06-2013_NODE_613_length_688_cov_3_026187	688
BeeP-06-2013_NODE_620_length_680_cov_2_764511	680
BeeP-06-2013_NODE_633_length_668_cov_3_230118	668
BeeP-06-2013_NODE_635_length_665_cov_4_073129	665
BeeP-06-2013_NODE_644_length_651_cov_10_747387	651
BeeP-06-2013_NODE_648_length_649_cov_6_340909	649
BeeP-06-2013_NODE_657_length_640_cov_4_277087	640
BeeP-06-2013_NODE_658_length_639_cov_6_350534	639
BeeP-06-2013_NODE_665_length_636_cov_2_644007	636
BeeP-06-2013_NODE_675_length_625_cov_1_330292	625
BeeP-06-2013_NODE_686_length_619_cov_5_381919	619
BeeP-06-2013_NODE_703_length_606_cov_6_264650	606
BeeP-06-2013_NODE_707_length_603_cov_3_912548	603
BeeP-06-2013_NODE_717_length_595_cov_3_314672	595
BeeP-06-2013_NODE_732_length_586_cov_2_225933	586
BeeP-06-2013_NODE_742_length_580_cov_2_594433	580
BeeP-06-2013_NODE_759_length_564_cov_4_876797	564
BeeP-06-2013_NODE_762_length_561_cov_4_167355	561
BeeP-06-2013_NODE_763_length_561_cov_2_756198	561
BeeP-06-2013_NODE_776_length_553_cov_4_934874	553
BeeP-06-2013_NODE_781_length_550_cov_2_646934	550
BeeP-06-2013_NODE_782_length_550_cov_2_433404	550
BeeP-06-2013_NODE_785_length_547_cov_2_557447	547
BeeP-06-2013_NODE_789_length_541_cov_1_200431	541
BeeP-06-2013_NODE_802_length_528_cov_2_097561	528
BeeP-06-2013_NODE_806_length_526_cov_2_525612	526
BeeP-06-2013_NODE_808_length_524_cov_2_689038	524
BeeP-06-2013_NODE_822_length_518_cov_1_392290	518
BeeP-06-2013_NODE_826_length_515_cov_2_908676	515
BeeP-06-2013_NODE_837_length_510_cov_2_612009	510
BeeP-08-2013_NODE_16_length_2263_cov_35_561299	2263
BeeP-08-2013_NODE_29_length_1844_cov_10_589134	1844
BeeP-08-2013_NODE_56_length_1320_cov_8_107804	1320
BeeP-08-2013_NODE_66_length_1135_cov_1_380907	1135
BeeP-08-2013_NODE_150_length_665_cov_12_119048	665
BeeP-08-2013_NODE_205_length_560_cov_7_105590	560
BeeP-08-2013_NODE_227_length_532_cov_1_780220	532
BeeP-08-2013_NODE_251_length_503_cov_1_995305	503
BeeP-11-2013_NODE_89_length_9828_cov_350_101733	9828
BeeP-11-2013_NODE_163_length_6119_cov_25_630089	6119
BeeP-11-2013_NODE_321_length_3744_cov_8_742569	3744
BeeP-11-2013_NODE_564_length_2591_cov_7_200875	2591
BeeP-11-2013_NODE_577_length_2545_cov_2_747569	2545
BeeP-11-2013_NODE_643_length_2367_cov_19_417904	2367
BeeP-11-2013_NODE_703_length_2235_cov_15_856348	2235
BeeP-11-2013_NODE_805_length_2072_cov_8_425063	2072
BeeP-11-2013_NODE_811_length_2061_cov_7_342238	2061
BeeP-11-2013_NODE_907_length_1923_cov_7_401408	1923
BeeP-11-2013_NODE_946_length_1876_cov_4_496943	1876
BeeP-11-2013_NODE_981_length_1833_cov_4_480638	1833
BeeP-11-2013_NODE_1137_length_1702_cov_27_674462	1702
BeeP-11-2013_NODE_1176_length_1660_cov_16_831965	1660
BeeP-11-2013_NODE_1497_length_1433_cov_2_862832	1433
BeeP-11-2013_NODE_1657_length_1339_cov_2_521395	1339
BeeP-11-2013_NODE_1721_length_1305_cov_4_371336	1305
BeeP-11-2013_NODE_1758_length_1293_cov_6_282895	1293
BeeP-11-2013_NODE_1760_length_1292_cov_9_618930	1292
BeeP-11-2013_NODE_1808_length_1268_cov_2_850546	1268
BeeP-11-2013_NODE_1838_length_1255_cov_4_108659	1255
BeeP-11-2013_NODE_1962_length_1210_cov_5_924095	1210
BeeP-11-2013_NODE_2067_length_1176_cov_5_204732	1176
BeeP-11-2013_NODE_2228_length_1125_cov_3_375000	1125
BeeP-11-2013_NODE_2334_length_1096_cov_3_545633	1096
BeeP-11-2013_NODE_2369_length_1087_cov_3_604950	1087
BeeP-11-2013_NODE_2411_length_1075_cov_2_467936	1075
BeeP-11-2013_NODE_2747_length_997_cov_2_815217	997
BeeP-11-2013_NODE_2859_length_976_cov_3_174638	976
BeeP-11-2013_NODE_2888_length_971_cov_4_872483	971
BeeP-11-2013_NODE_2902_length_970_cov_1_391937	970
BeeP-11-2013_NODE_3037_length_944_cov_3_072664	944
BeeP-11-2013_NODE_3136_length_927_cov_2_131765	927
BeeP-11-2013_NODE_3154_length_924_cov_1_822904	924
BeeP-11-2013_NODE_3159_length_923_cov_1_511820	923
BeeP-11-2013_NODE_3204_length_915_cov_6_068019	915
BeeP-11-2013_NODE_3248_length_908_cov_5_292419	908
BeeP-11-2013_NODE_3423_length_887_cov_9_585185	887
BeeP-11-2013_NODE_3488_length_877_cov_3_583750	877
BeeP-11-2013_NODE_3666_length_849_cov_3_777202	849
BeeP-11-2013_NODE_3861_length_825_cov_2_816845	825
BeeP-11-2013_NODE_3901_length_821_cov_3_315860	821
BeeP-11-2013_NODE_3939_length_817_cov_1_429730	817
BeeP-11-2013_NODE_4076_length_803_cov_2_691460	803
BeeP-11-2013_NODE_4315_length_779_cov_1_178063	779
BeeP-11-2013_NODE_4340_length_777_cov_2_018571	777
BeeP-11-2013_NODE_4533_length_758_cov_3_279001	758
BeeP-11-2013_NODE_4640_length_749_cov_2_720238	749
BeeP-11-2013_NODE_4715_length_743_cov_3_522523	743
BeeP-11-2013_NODE_4990_length_720_cov_4_981337	720
BeeP-11-2013_NODE_5038_length_718_cov_2_828393	718
BeeP-11-2013_NODE_5181_length_709_cov_0_892405	709
BeeP-11-2013_NODE_5197_length_707_cov_3_755556	707
BeeP-11-2013_NODE_5347_length_697_cov_1_816129	697
BeeP-11-2013_NODE_5394_length_694_cov_1_802269	694
BeeP-11-2013_NODE_5545_length_684_cov_2_950577	684
BeeP-11-2013_NODE_5598_length_681_cov_1_832781	681
BeeP-11-2013_NODE_5675_length_676_cov_1_839733	676
BeeP-11-2013_NODE_5851_length_665_cov_3_491497	665
BeeP-11-2013_NODE_5968_length_659_cov_0_982818	659
BeeP-11-2013_NODE_6064_length_653_cov_0_993056	653
BeeP-11-2013_NODE_6249_length_641_cov_4_271277	641
BeeP-11-2013_NODE_6379_length_635_cov_1_745520	635
BeeP-11-2013_NODE_6414_length_633_cov_1_994604	633
BeeP-11-2013_NODE_6550_length_627_cov_2_165455	627
BeeP-11-2013_NODE_6764_length_617_cov_2_672222	617
BeeP-11-2013_NODE_6911_length_610_cov_3_521576	610
BeeP-11-2013_NODE_7250_length_597_cov_1_471154	597
BeeP-11-2013_NODE_7367_length_592_cov_2_467961	592
BeeP-11-2013_NODE_7410_length_591_cov_1_791829	591
BeeP-11-2013_NODE_7783_length_578_cov_2_886228	578
BeeP-11-2013_NODE_7890_length_575_cov_1_889558	575
BeeP-11-2013_NODE_7978_length_572_cov_3_371717	572
BeeP-11-2013_NODE_7995_length_572_cov_1_842424	572
BeeP-11-2013_NODE_8095_length_569_cov_1_463415	569
BeeP-11-2013_NODE_8580_length_553_cov_2_264706	553
BeeP-11-2013_NODE_8802_length_547_cov_1_663830	547
BeeP-11-2013_NODE_8879_length_545_cov_1_587607	545
BeeP-11-2013_NODE_9139_length_537_cov_3_132609	537
BeeP-11-2013_NODE_9182_length_536_cov_2_603486	536
BeeP-11-2013_NODE_9441_length_530_cov_1_152318	530
BeeP-11-2013_NODE_9570_length_527_cov_1_420000	527
BeeP-11-2013_NODE_9693_length_524_cov_2_366890	524
BeeP-11-2013_NODE_9779_length_522_cov_1_822472	522
BeeP-11-2013_NODE_10055_length_516_cov_1_389522	516
BeeP-11-2013_NODE_10101_length_515_cov_0_867580	515
BeeP-11-2013_NODE_10437_length_507_cov_1_960465	507
BeeP-11-2013_NODE_10441_length_507_cov_1_867442	507
BeeP-11-2013_NODE_10470_length_506_cov_2_631702	506
BeeP-11-2013_NODE_10538_length_505_cov_1_908879	505
BeeP-11-2013_NODE_10697_length_502_cov_1_400000	502
BeeP-12-2013_NODE_37_length_716_cov_0_852895	716
BeeP-12-2013_NODE_44_length_670_cov_1_612142	670
BeeP-12-2013_NODE_54_length_609_cov_3_971805	609
BeeP-13-2013_NODE_1_length_3854_cov_7_991792	3854
BeeP-13-2013_NODE_2_length_2559_cov_11_994359	2559
BeeP-13-2013_NODE_9_length_1838_cov_5_488927	1838
BeeP-13-2013_NODE_13_length_1491_cov_7_309052	1491
BeeP-13-2013_NODE_24_length_893_cov_2_776961	893
BeeP-14-2013_NODE_11_length_2318_cov_84_888889	2318
BeeP-14-2013_NODE_12_length_2259_cov_16_684235	2259
BeeP-14-2013_NODE_29_length_1247_cov_3_780342	1247
BeeP-14-2013_NODE_70_length_608_cov_4_625235	608
BeeP-16-2013_NODE_65_length_1870_cov_5_779141	1870
BeeP-16-2013_NODE_71_length_1841_cov_10_410431	1841
BeeP-16-2013_NODE_104_length_1506_cov_3_542337	1506
BeeP-16-2013_NODE_327_length_827_cov_2_773333	827
BeeP-16-2013_NODE_339_length_814_cov_1_590231	814
BeeP-16-2013_NODE_345_length_796_cov_5_233658	796
BeeP-16-2013_NODE_354_length_787_cov_2_115493	787
BeeP-16-2013_NODE_400_length_738_cov_2_261725	738
BeeP-16-2013_NODE_435_length_703_cov_2_321086	703
BeeP-16-2013_NODE_474_length_664_cov_1_919932	664
BeeP-16-2013_NODE_500_length_643_cov_1_743816	643
BeeP-17-2013_NODE_27_length_4512_cov_52_395490	4512
BeeP-17-2013_NODE_61_length_2338_cov_2_639098	2338
BeeP-17-2013_NODE_110_length_1660_cov_8_015793	1660
BeeP-17-2013_NODE_134_length_1483_cov_21_850640	1483
BeeP-17-2013_NODE_146_length_1418_cov_4_621924	1418
BeeP-17-2013_NODE_160_length_1328_cov_19_717826	1328
BeeP-17-2013_NODE_286_length_869_cov_0_948232	869
BeeP-17-2013_NODE_302_length_834_cov_1_803170	834
BeeP-17-2013_NODE_338_length_780_cov_1_362731	780
BeeP-17-2013_NODE_411_length_691_cov_1_363192	691
BeeP-17-2013_NODE_501_length_599_cov_4_919540	599
BeeP-17-2013_NODE_597_length_536_cov_2_352941	536
BeeP-17-2013_NODE_608_length_532_cov_3_472527	532
BeeP-17-2013_NODE_629_length_520_cov_0_781038	520
BeeP-18-2013_NODE_1_length_8869_cov_1485_314377	8869
BeeP-18-2013_NODE_40_length_1590_cov_3_234633	1590
BeeP-18-2013_NODE_52_length_1362_cov_2_560311	1362
BeeP-18-2013_NODE_171_length_663_cov_2_155290	663
BeeP-18-2013_NODE_196_length_622_cov_3_196330	622
BeeP-18-2013_NODE_216_length_584_cov_1_757396	584
BeeP-19-2013_NODE_2_length_1967_cov_11_406878	1967
BeeP-19-2013_NODE_7_length_1574_cov_8_709419	1574
BeeP-19-2013_NODE_12_length_1212_cov_8_262555	1212
BeeP-19-2013_NODE_14_length_1090_cov_2_844028	1090
BeeP-19-2013_NODE_17_length_984_cov_5_364939	984
BeeP-19-2013_NODE_22_length_822_cov_8_475168	822
BeeP-19-2013_NODE_23_length_813_cov_4_389946	813
BeeP-19-2013_NODE_24_length_804_cov_2_203576	804
BeeP-19-2013_NODE_27_length_781_cov_3_590909	781
BeeP-19-2013_NODE_34_length_683_cov_5_019802	683
BeeP-19-2013_NODE_42_length_612_cov_4_263551	612
BeeP-19-2013_NODE_44_length_603_cov_6_515209	603
BeeP-19-2013_NODE_45_length_601_cov_4_454198	601
BeeP-19-2013_NODE_48_length_569_cov_2_823171	569
BeeP-19-2013_NODE_54_length_516_cov_2_423690	516
BeeP-19-2013_NODE_58_length_503_cov_15_093897	503
BeeP-20-2013_NODE_2_length_3416_cov_21_094639	3416
BeeP-20-2013_NODE_9_length_1515_cov_14_501391	1515
BeeP-20-2013_NODE_30_length_927_cov_6_317647	927
BeeP-20-2013_NODE_31_length_925_cov_5_258255	925
BeeP-20-2013_NODE_56_length_682_cov_3_214876	682
BeeP-20-2013_NODE_73_length_598_cov_3_403071	598
BeeP-20-2013_NODE_74_length_597_cov_5_338462	597
BeeP-20-2013_NODE_80_length_584_cov_3_986193	584
BeeP-22-2013_NODE_7_length_1498_cov_10848_009852	1498
BeeP-22-2013_NODE_16_length_874_cov_6_227102	874
BeeP-22-2013_NODE_40_length_592_cov_2_267961	592
BeeP-22-2013_NODE_53_length_511_cov_1_027650	511
BeeP-23-2013_NODE_20_length_833_cov_4_002646	833
BeeP-24-2013_NODE_10_length_1358_cov_146_670570	1358
BeeP-25-2013_NODE_34_length_5444_cov_58_459288	5444
BeeP-25-2013_NODE_40_length_4833_cov_311_648865	4833
BeeP-25-2013_NODE_90_length_3146_cov_169_292929	3146
BeeP-25-2013_NODE_100_length_3004_cov_97_247322	3004
BeeP-25-2013_NODE_184_length_2125_cov_25_089355	2125
BeeP-25-2013_NODE_227_length_1860_cov_49_109366	1860
BeeP-25-2013_NODE_232_length_1826_cov_12_868496	1826
BeeP-25-2013_NODE_255_length_1767_cov_33_934320	1767
BeeP-25-2013_NODE_270_length_1712_cov_22_245260	1712
BeeP-25-2013_NODE_295_length_1632_cov_32_340836	1632
BeeP-25-2013_NODE_347_length_1519_cov_7_506935	1519
BeeP-25-2013_NODE_504_length_1279_cov_379_538270	1279
BeeP-25-2013_NODE_520_length_1270_cov_14_176027	1270
BeeP-25-2013_NODE_627_length_1174_cov_2_311759	1174
BeeP-25-2013_NODE_800_length_1075_cov_36_804609	1075
BeeP-25-2013_NODE_815_length_1065_cov_10_561741	1065
BeeP-25-2013_NODE_872_length_1042_cov_25_221762	1042
BeeP-25-2013_NODE_913_length_1022_cov_19_953439	1022
BeeP-25-2013_NODE_1076_length_961_cov_7_199095	961
BeeP-25-2013_NODE_1257_length_909_cov_3_150240	909
BeeP-25-2013_NODE_1274_length_906_cov_2_746683	906
BeeP-25-2013_NODE_1290_length_901_cov_9_294903	901
BeeP-25-2013_NODE_1330_length_891_cov_4_984029	891
BeeP-25-2013_NODE_1445_length_863_cov_2_932570	863
BeeP-25-2013_NODE_1501_length_850_cov_3_455369	850
BeeP-25-2013_NODE_1764_length_803_cov_2_450413	803
BeeP-25-2013_NODE_2035_length_765_cov_6_100291	765
BeeP-25-2013_NODE_2187_length_748_cov_3_114754	748
BeeP-25-2013_NODE_2259_length_740_cov_5_168929	740
BeeP-25-2013_NODE_2262_length_740_cov_4_055807	740
BeeP-25-2013_NODE_2268_length_739_cov_4_951662	739
BeeP-25-2013_NODE_2344_length_733_cov_3_032012	733
BeeP-25-2013_NODE_2387_length_728_cov_5_181260	728
BeeP-25-2013_NODE_2419_length_725_cov_38_581790	725
BeeP-25-2013_NODE_2648_length_703_cov_3_924920	703
BeeP-25-2013_NODE_2878_length_686_cov_8_561576	686
BeeP-25-2013_NODE_2883_length_686_cov_6_160920	686
BeeP-25-2013_NODE_2916_length_684_cov_2_474465	684
BeeP-25-2013_NODE_2941_length_682_cov_4_125620	682
BeeP-25-2013_NODE_3181_length_666_cov_5_042445	666
BeeP-25-2013_NODE_3246_length_662_cov_7_063248	662
BeeP-25-2013_NODE_3391_length_654_cov_3_500867	654
BeeP-25-2013_NODE_3747_length_634_cov_6_797127	634
BeeP-25-2013_NODE_4066_length_619_cov_6_435424	619
BeeP-25-2013_NODE_4074_length_619_cov_2_976015	619
BeeP-25-2013_NODE_4078_length_619_cov_2_477860	619
BeeP-25-2013_NODE_4098_length_618_cov_2_160813	618
BeeP-25-2013_NODE_4188_length_614_cov_5_700186	614
BeeP-25-2013_NODE_4384_length_607_cov_2_932075	607
BeeP-25-2013_NODE_4417_length_605_cov_22_844697	605
BeeP-25-2013_NODE_4477_length_603_cov_4_134981	603
BeeP-25-2013_NODE_4490_length_602_cov_10_411429	602
BeeP-25-2013_NODE_4806_length_590_cov_6_886940	590
BeeP-25-2013_NODE_5156_length_577_cov_3_698000	577
BeeP-25-2013_NODE_5233_length_574_cov_6_406439	574
BeeP-25-2013_NODE_5378_length_569_cov_5_207317	569
BeeP-25-2013_NODE_5588_length_562_cov_7_317526	562
BeeP-25-2013_NODE_5702_length_559_cov_3_184647	559
BeeP-25-2013_NODE_5775_length_556_cov_18_855950	556
BeeP-25-2013_NODE_6102_length_547_cov_5_995745	547
BeeP-25-2013_NODE_6283_length_542_cov_9_004301	542
BeeP-25-2013_NODE_6312_length_542_cov_3_122581	542
BeeP-25-2013_NODE_7084_length_523_cov_10_580717	523
BeeP-25-2013_NODE_7141_length_522_cov_13_449438	522
BeeP-25-2013_NODE_7243_length_520_cov_6_607223	520
BeeP-25-2013_NODE_7383_length_518_cov_2_591837	518
BeeP-25-2013_NODE_7496_length_515_cov_6_776256	515
BeeP-25-2013_NODE_7671_length_511_cov_8_142857	511
BeeP-25-2013_NODE_8130_length_503_cov_2_776995	503
BeeP-27-2013_NODE_15_length_1602_cov_2865_022295	1602
BeeP-27-2013_NODE_49_length_1018_cov_2541_886291	1018
BeeP-27-2013_NODE_65_length_901_cov_22_570388	901
BeeP-27-2013_NODE_99_length_760_cov_18_808199	760
BeeP-27-2013_NODE_118_length_695_cov_7_307443	695
BeeP-28-2013_NODE_68_length_511_cov_1_868664	511
BeeP-29-2013_NODE_33_length_716_cov_8_089202	716
BeeP-30-2013_NODE_9_length_1121_cov_4_582375	1121
BeeP-30-2013_NODE_12_length_996_cov_6_149075	996
BeeP-30-2013_NODE_15_length_847_cov_8_837662	847
BeeP-30-2013_NODE_18_length_703_cov_2_241214	703
BeeP-30-2013_NODE_19_length_677_cov_4_020000	677
BeeP-30-2013_NODE_22_length_643_cov_3_072438	643
BeeP-31-2013_NODE_1_length_4901_cov_88_177653	4901
BeeP-31-2013_NODE_3_length_4064_cov_92_610484	4064
BeeP-31-2013_NODE_29_length_752_cov_0_968889	752
BeeP-31-2013_NODE_37_length_685_cov_1_902961	685
BeeP-32-2013_NODE_6_length_4348_cov_34_779911	4348
BeeP-32-2013_NODE_32_length_2325_cov_12_654359	2325
BeeP-32-2013_NODE_42_length_2038_cov_23_657318	2038
BeeP-32-2013_NODE_50_length_1827_cov_3_254857	1827
BeeP-32-2013_NODE_58_length_1715_cov_25_394994	1715
BeeP-32-2013_NODE_70_length_1530_cov_64_774948	1530
BeeP-32-2013_NODE_75_length_1477_cov_63_401429	1477
BeeP-32-2013_NODE_135_length_1026_cov_2_437302	1026
BeeP-32-2013_NODE_295_length_645_cov_44_783451	645
BeeP-32-2013_NODE_429_length_526_cov_3_710468	526
BeeP-32-2013_NODE_439_length_522_cov_2_402247	522
BeeP-32-2013_NODE_454_length_512_cov_2_071264	512
BeeP-33-2013_NODE_2_length_3880_cov_10_858270	3880
BeeP-33-2013_NODE_3_length_3236_cov_5_642292	3236
BeeP-33-2013_NODE_4_length_2611_cov_8_161010	2611
BeeP-33-2013_NODE_5_length_2414_cov_84_842533	2414
BeeP-33-2013_NODE_7_length_2278_cov_121_630168	2278
BeeP-33-2013_NODE_8_length_2227_cov_21_711163	2227
BeeP-33-2013_NODE_15_length_1469_cov_4_369971	1469
BeeP-33-2013_NODE_16_length_1407_cov_4_457143	1407
BeeP-33-2013_NODE_45_length_848_cov_4_267185	848
BeeP-33-2013_NODE_46_length_845_cov_6_229167	845
BeeP-33-2013_NODE_60_length_744_cov_6_871064	744
BeeP-33-2013_NODE_85_length_645_cov_2_417254	645
BeeP-33-2013_NODE_86_length_641_cov_3_652482	641
BeeP-33-2013_NODE_106_length_556_cov_2_893528	556
BeeP-34-2013_NODE_2_length_13379_cov_90_712825	13379
BeeP-34-2013_NODE_8_length_5876_cov_117_977410	5876
BeeP-34-2013_NODE_9_length_5861_cov_32_563451	5861
BeeP-34-2013_NODE_11_length_5700_cov_81_138894	5700
BeeP-34-2013_NODE_83_length_1394_cov_11_406226	1394
BeeP-35-2013_NODE_60_length_7079_cov_154_449871	7079
BeeP-35-2013_NODE_61_length_7051_cov_26_860338	7051
BeeP-35-2013_NODE_70_length_5660_cov_25_390650	5660
