Run;ReleaseDate;LoadDate;spots;bases;spots_with_mates;avgLength;size_MB;AssemblyName;download_path;Experiment;LibraryName;LibraryStrategy;LibrarySelection;LibrarySource;LibraryLayout;InsertSize;InsertDev;Platform;Model;SRAStudy;BioProject;Study_Pubmed_id;ProjectID;Sample;BioSample;SampleType;TaxID;Kind;Tax_family;ScientificName;SampleName;g1k_pop_code;source;g1k_analysis_group;Subject_ID;Sex;Disease;Tumor;Affection_Status;Analyte_Type;Histological_Type;Body_Site;CenterName;Submission;dbgap_study_accession;Consent;RunHash;ReadHash;Land;Location_spec;ISO3;State;Date;REF;VIRAL
SRR2916653;06/06/2017 00:00;13/11/2015 15:26;21276417;4255283400;21276417;200;1716;;https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/002848/SRR2916653;SRX1431787;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP066178;PRJNA302074;;302074;SRS1162803;SAMN04267313;simple;78185;Hymenoptera;Apidae;Ceratina australensis;Ceratina australensis caRNA09;;;;;;;no;;;;;UNIVERSITY OF NEW HAMPSHIRE;SRA311509;;public;BA986E12857E1A2CC6EF1936B3406B94;4BFB2DA1E81BB0B061E2B4CE303E844F;Australia;Queensland;AUS;NA;2014;https://www.ncbi.nlm.nih.gov/pubmed/26544972;No
SRR1502976;13/02/2018 15:37;15/12/2015 12:14;9333449;2800034700;9333449;300;1893;;https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/001467/SRR1502976;SRX642860;;EST;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP043773;PRJNA252171;;252171;SRS651743;SAMN02870275;simple;1506742;Hymenoptera;Vespidae;Delta sp. AD-2014;INSobdTDCRAAPEI-62 - Delta sp.;;;;;female;;no;;;;;ZMB;SRA173446;;public;00D7F021F390E62A2188B9EC53F0EEEF;7BA2CF64CCD0344313F7ACC4566AED5C;Australia;Cape Naturaliste;AUS;Yallingup;2011;https://www.ncbi.nlm.nih.gov/pubmed/26544972;No
SRR1503081;21/03/2017 09:31;15/12/2015 11:52;15964279;4789283700;15964279;300;3057;;https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/001467/SRR1503081;SRX642965;;EST;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP043878;PRJNA252278;2;252278;SRS651848;SAMN02870278;simple;759920;Hymenoptera;Braconidae;Diaeretus essigellae;INSytvTAGRAAPEI-16 - Diaeretus essigellae;;;;;missing;;no;;;;;ZMB;SRA173446;;public;D890C409A83AB1BDBA3A51216DCB3CAC;11A3A6C84C252890BC81AD04186B30C8;Australia;Adelaide;AUS;NA;2012;https://www.ncbi.nlm.nih.gov/pubmed/26544972;No
SRR1503044;21/03/2017 09:31;15/12/2015 11:57;11094046;3328213800;11094046;300;2219;;https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/001467/SRR1503044;SRX642928;;EST;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP043841;PRJNA252240;2;252240;SRS651811;SAMN02870423;simple;148810;Hymenoptera;Apidae;Tetragonula carbonaria;INSeqtTDERAAPEI-75 - Tetragonula carbonaria;;;;;missing;;no;;;;;ZMB;SRA173446;;public;C9026A0C3CEED89D61A7207E142C24F7;039135DF3CFA1BF7A6755339BE41B437;Australia;Buderim;AUS;Queensland;2012;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR5007208;10/11/2016 00:00;09/11/2016 08:26;76527590;15305518000;76527590;200;8857;;https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/004889/SRR5007208;SRX2338855;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP093080;PRJNA352917;;352917;SRS1791732;SAMN06006824;simple;67767;Hymenoptera;Formicidae;Lasius niger;Lasius niger queens;;;;;female;;no;;;;;UNIVERSITY OF VIENNA;SRA492304;;public;80142A84A60BCD015D6C10E95F620F4D;092F3AB541B898B60CD8577912F4741F;Austria;Klosterneuburg;AUT;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR5007267;10/11/2016 00:00;09/11/2016 10:00;85112874;17022574800;85112874;200;9874;;https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/004889/SRR5007267;SRX2338856;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP093080;PRJNA352917;;352917;SRS1791733;SAMN06006825;simple;67767;Hymenoptera;Formicidae;Lasius niger;Lasius niger workers;;;;;female;;no;;;;;UNIVERSITY OF VIENNA;SRA492304;;public;499D75E9D35E1C8030B6EAFA747513C0;8D52788FF66156BCCF41210DE24F1EBF;Austria;Klosterneuburg;AUT;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002876;20/12/2016 00:00;05/08/2016 07:14;8431784;1517721120;8431784;180;995;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002876;SRX2003130;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603203;SAMN05508592;simple;7460;Apis;Apidae;Apis mellifera;TRMT1_8Head;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;3736353C7A0ACC916B88A0420E447A33;0D2841252850F240E5C7046B04574BED;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002877;20/12/2016 00:00;05/08/2016 07:14;9611187;1730013660;9611187;180;1131;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002877;SRX2003131;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603204;SAMN05508593;simple;7460;Apis;Apidae;Apis mellifera;TRMT1_9AbTh;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;D9D1646B06A3CD08B918B7F57389F623;6AC882B984FCDE063012A02C18420BDB;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002878;20/12/2016 00:00;05/08/2016 07:14;9008186;1621473480;9008186;180;1061;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002878;SRX2003132;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603205;SAMN05508594;simple;7460;Apis;Apidae;Apis mellifera;TRMT1_9Head;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;3DA0CBCBA7ACAAB7791F3D9CF4A995D5;871B2CDA5A2993D8DCD7357CFF942069;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002891;20/12/2016 00:00;05/08/2016 08:16;10146819;1826427420;10146819;180;1168;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002891;SRX2003145;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603218;SAMN05508606;simple;7460;Apis;Apidae;Apis mellifera;TRMT4_10Head;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;3974089493EC59FFAAA406758D8AFAF8;910DAC23F2F7263D9B15387F330140E9;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002892;20/12/2016 00:00;05/08/2016 08:18;12413757;2234476260;12413757;180;1428;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002892;SRX2003146;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603219;SAMN05508607;simple;7460;Apis;Apidae;Apis mellifera;TRMT4_11AbTh;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;27EE747CCB6D20D2FCA72E3B32CFD515;88CCDF72EC881FEEBEC1A4A6017E20F6;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002893;20/12/2016 00:00;05/08/2016 08:16;9110348;1639862640;9110348;180;1054;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002893;SRX2003148;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603220;SAMN05508608;simple;7460;Apis;Apidae;Apis mellifera;TRMT4_11Head;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;713EC8717744B27E6A39398AAC50F16A;4FC42421766991BD32379C13AB922EE3;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002894;20/12/2016 00:00;05/08/2016 08:16;8899166;1601849880;8899166;180;1020;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002894;SRX2003149;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603222;SAMN05508609;simple;7460;Apis;Apidae;Apis mellifera;TRMT4_17AbTh;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;6C28BA2D1A36EF916D66C0162EB7B686;83CF0A8ECFB66CE8329EB23AEF7E5B95;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002896;20/12/2016 00:00;05/08/2016 08:19;11613424;2090416320;11613424;180;1334;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002896;SRX2003152;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603225;SAMN05508611;simple;7460;Apis;Apidae;Apis mellifera;TRMT4_7AbTh;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;FDFE30C08EB0CC757567B75570C165B3;5AD10A0547F2DEDD5A41F92F316BE168;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002897;20/12/2016 00:00;05/08/2016 09:17;8731884;1571739120;8731884;180;1004;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002897;SRX2003153;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603226;SAMN05508612;simple;7460;Apis;Apidae;Apis mellifera;TRMT4_7Head;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;05ADA77CD7C1490C98C51FED8BB5CE19;BF1525FF8118DCA6ED6E24B2C5E36F6E;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002898;20/12/2016 00:00;05/08/2016 09:16;6867227;1236100860;6867227;180;785;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002898;SRX2003154;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603227;SAMN05508613;simple;7460;Apis;Apidae;Apis mellifera;TRMT4_9AbTh;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;2B9CAFE5AA6DDEC1317140040F4B1214;49CEBFC527152BDF8E9CA41C3DC04DAF;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002899;20/12/2016 00:00;05/08/2016 09:17;8458572;1522542960;8458572;180;970;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002899;SRX2003156;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603229;SAMN05508614;simple;7460;Apis;Apidae;Apis mellifera;TRMT4_9Head;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;E5B2D5080B2F0F0F4F8ECE8E3D37A07F;53C616E092EE0B9792102300F6A40297;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002869;20/12/2016 00:00;05/08/2016 06:13;7988393;1437910740;7988393;180;945;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002869;SRX2003123;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603196;SAMN05508585;simple;7460;Apis;Apidae;Apis mellifera;TRMT1_11AbTh;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;53054F8830687E20BE3D4D962CD22ED4;7E4E0FAC414845211C2F1DE42F58021C;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002870;20/12/2016 00:00;05/08/2016 06:13;10182408;1832833440;10182408;180;1199;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002870;SRX2003124;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603197;SAMN05508586;simple;7460;Apis;Apidae;Apis mellifera;TRMT1_11Head;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;42C6340AFCE266C17EFEF7468159A6BB;EC8FCB5AD1FBCFE830482EFDE14A5DDB;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002871;20/12/2016 00:00;05/08/2016 06:17;9947347;1790522460;9947347;180;1167;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002871;SRX2003125;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603198;SAMN05508587;simple;7460;Apis;Apidae;Apis mellifera;TRMT1_12AbTh;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;43B85890D67467F1992392A502F3A9B7;79D1214ACF8E603E6B19A06E1B4E8CB8;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002872;20/12/2016 00:00;05/08/2016 06:14;9193234;1654782120;9193234;180;1083;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002872;SRX2003126;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603199;SAMN05508588;simple;7460;Apis;Apidae;Apis mellifera;TRMT1_12Head;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;FA7C5A8D782C6D60B02779EBCA43691E;A6F614A3593754B3101C4A7B02D5EEC6;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002873;20/12/2016 00:00;05/08/2016 06:14;8035135;1446324300;8035135;180;951;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002873;SRX2003127;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603200;SAMN05508589;simple;7460;Apis;Apidae;Apis mellifera;TRMT1_7AbTh;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;F557A94BB1B997C2E4FE6BEBDEB779A5;5D42C63CF9BA58CBCC85CB54854B7B3F;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002874;20/12/2016 00:00;05/08/2016 06:14;7831374;1409647320;7831374;180;924;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002874;SRX2003128;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603201;SAMN05508590;simple;7460;Apis;Apidae;Apis mellifera;TRMT1_7Head;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;2062417D811C75C14BF1AE7DC4C463B5;C11D3A2E21B7F55732BB39B0B206F220;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002875;20/12/2016 00:00;05/08/2016 07:14;8707043;1567267740;8707043;180;1026;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002875;SRX2003129;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603202;SAMN05508591;simple;7460;Apis;Apidae;Apis mellifera;TRMT1_8AbTh;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;68F5BF457A9BD5FBB49A5A1AD5416B33;5280F5D869CD12911F709DCA367F2A0B;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002881;20/12/2016 00:00;05/08/2016 07:14;7221815;1299926700;7221815;180;861;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002881;SRX2003135;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603208;SAMN05508597;simple;7460;Apis;Apidae;Apis mellifera;TRMT3_11AbTh;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;BE95F60670778F7A6665FECFFF021AA7;97A9469BEBB2664AFADE94CAFC696BB9;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002890;20/12/2016 00:00;05/08/2016 08:17;12060869;2170956420;12060869;180;1390;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002890;SRX2003144;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603217;SAMN05508605;simple;7460;Apis;Apidae;Apis mellifera;TRMT4_10AbTh;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;139BD7492B9401FE54C2E4D26AF98059;9B82CCAB023AD26F0E6F3C9298EBB0F7;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR4002895;20/12/2016 00:00;05/08/2016 08:17;10538362;1896905160;10538362;180;1213;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003909/SRR4002895;SRX2003150;;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP080981;PRJNA336281;;336281;SRS1603223;SAMN05508610;simple;7460;Apis;Apidae;Apis mellifera;TRMT4_17Head;;;;;female;;no;;;;;KU LEUVEN;SRA447888;;public;B91A58D38CC38E31397C8D275461FB1D;C3C793D90242E1CAE0952413E79DFE83;Belgium;Leuven;BEL;NA;2017;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR6148378;01/01/2018 00:03;09/10/2017 04:04;20262717;3937809421;20262717;194;1836;;https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006004/SRR6148378;SRX3260385;KS09;RNA-Seq;RANDOM;METATRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP119590;PRJNA411946;;411946;SRS2573698;SAMN07691953;simple;130687;Bombus;Apidae;Bombus cryptarum;Bcry3;;;;;female;;no;;;;;GHENT UNIVERSITY;SRA617881;;public;7DEAA6007FBD9B6E9CD12F8D2A499C01;18066AFFFF69B463904E058700E7DF4F;Belgium;francorchamps;BEL;NA;2015;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR1565472;01/12/2014 00:00;18/09/2014 08:30;142616259;14261625900;0;100;8491;;https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/001528/SRR1565472;SRX692536;BB;RNA-Seq;Hybrid Selection;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 1000;SRP046084;PRJNA237579;;237579;SRS705980;SAMN03074550;simple;286306;Hymenoptera;Formicidae;Cardiocondyla obscurior;BB;;;;;female;;no;;;;;UNIVERSITY OF REGENSBURG;SRA181255;;public;E0F24891F94AF646AA52E9615F489123;6C6CE76EC08D31D2D603508AE965ADA5;Brazil;NA;BRA;NA;2009;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR1565735;01/12/2014 00:00;18/09/2014 08:43;172335972;17233597200;0;100;10328;;https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/001529/SRR1565735;SRX692538;QU;RNA-Seq;Hybrid Selection;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 1000;SRP046084;PRJNA237579;;237579;SRS705981;SAMN03074551;simple;286306;Hymenoptera;Formicidae;Cardiocondyla obscurior;QU;;;;;female;;no;;;;;UNIVERSITY OF REGENSBURG;SRA181255;;public;D4DE079094EAC0ACD486C71A1B7246E2;2ACBC1203B8A9C3666B6FB944877CF4C;Brazil;NA;BRA;NA;2009;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR1806798;03/03/2015 00:00;18/02/2015 10:20;25563328;2556332800;0;100;1512;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/001764/SRR1806798;SRX879674;Cobs WO larvae;RNA-Seq;Hybrid Selection;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 1000;SRP046084;PRJNA237579;;237579;SRS693838;SAMN02687466;simple;286306;Hymenoptera;Formicidae;Cardiocondyla obscurior;BR_alpha09;;;;;male;;no;;;;;UNIVERSITY OF REGENSBURG;SRA243131;;public;C953266A8D7E63EA788A55837DFAA4DD;F56BAE0CA66BE6E75971FF9C9D336910;Brazil;NA;BRA;NA;2009;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR1806799;03/03/2015 00:00;18/02/2015 12:26;21732412;2173241200;0;100;1289;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/001764/SRR1806799;SRX879674;Cobs WO larvae;RNA-Seq;Hybrid Selection;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 1000;SRP046084;PRJNA237579;;237579;SRS693838;SAMN02687466;simple;286306;Hymenoptera;Formicidae;Cardiocondyla obscurior;BR_alpha09;;;;;male;;no;;;;;UNIVERSITY OF REGENSBURG;SRA243131;;public;D839869AB93CF4CC091A749C0FF96110;988C7AF9D630F55FC60E24F8B0A8CB73;Brazil;NA;BRA;NA;2009;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR1806800;03/03/2015 00:00;18/02/2015 13:22;22514925;2251492500;0;100;1338;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/001764/SRR1806800;SRX879674;Cobs WO larvae;RNA-Seq;Hybrid Selection;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 1000;SRP046084;PRJNA237579;;237579;SRS693838;SAMN02687466;simple;286306;Hymenoptera;Formicidae;Cardiocondyla obscurior;BR_alpha09;;;;;male;;no;;;;;UNIVERSITY OF REGENSBURG;SRA243131;;public;9DDC3E9AA7AACE706B55C10CD4B0235B;D8D977DFA18F9956132046223E87B689;Brazil;NA;BRA;NA;2009;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR1806802;03/03/2015 00:00;19/02/2015 14:55;20809117;2080911700;0;100;1231;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/001764/SRR1806802;SRX879674;Cobs WO larvae;RNA-Seq;Hybrid Selection;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 1000;SRP046084;PRJNA237579;;237579;SRS693838;SAMN02687466;simple;286306;Hymenoptera;Formicidae;Cardiocondyla obscurior;BR_alpha09;;;;;male;;no;;;;;UNIVERSITY OF REGENSBURG;SRA243131;;public;084690237288DC0C44B542392AF28085;23EE0AE88763664C37299A1EB08FDF0D;Brazil;NA;BRA;NA;2009;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR1806803;03/03/2015 00:00;19/02/2015 14:56;21625406;2162540600;0;100;1300;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/001764/SRR1806803;SRX879674;Cobs WO larvae;RNA-Seq;Hybrid Selection;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 1000;SRP046084;PRJNA237579;;237579;SRS693838;SAMN02687466;simple;286306;Hymenoptera;Formicidae;Cardiocondyla obscurior;BR_alpha09;;;;;male;;no;;;;;UNIVERSITY OF REGENSBURG;SRA243131;;public;EF03CC4284DA0B7F13959FBFCC660C79;784597380E2D695D7C277FC33FE8F2A8;Brazil;NA;BRA;NA;2009;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR1806804;03/03/2015 00:00;19/02/2015 14:53;17524906;1752490600;0;100;1048;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/001764/SRR1806804;SRX879674;Cobs WO larvae;RNA-Seq;Hybrid Selection;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 1000;SRP046084;PRJNA237579;;237579;SRS693838;SAMN02687466;simple;286306;Hymenoptera;Formicidae;Cardiocondyla obscurior;BR_alpha09;;;;;male;;no;;;;;UNIVERSITY OF REGENSBURG;SRA243131;;public;498FCE06533DC23637DB161605FA5D49;7ADDB1F62CE8FD641326F67A0BFF63B0;Brazil;NA;BRA;NA;2009;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
SRR1806805;03/03/2015 00:00;19/02/2015 15:54;21850644;2185064400;0;100;1301;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/001764/SRR1806805;SRX879674;Cobs WO larvae;RNA-Seq;Hybrid Selection;TRANSCRIPTOMIC;SINGLE;0;0;ILLUMINA;Illumina HiSeq 1000;SRP046084;PRJNA237579;;237579;SRS693838;SAMN02687466;simple;286306;Hymenoptera;Formicidae;Cardiocondyla obscurior;BR_alpha09;;;;;male;;no;;;;;UNIVERSITY OF REGENSBURG;SRA243131;;public;8CEEEC2C35C3452FDD362065FBE52914;08B06F4B511DFDC86AD722446076BA97;Brazil;NA;BRA;NA;2009;https://www.ncbi.nlm.nih.gov/pubmed/26951146;No
